TimeStamp	Ip Address	Core	CPU Usage
1550908860	194.168.0.139	1	42	
1550908920	194.168.0.139	1	87	
1550908980	194.168.0.139	1	92	
1550909040	194.168.0.139	1	1	
1550909100	194.168.0.139	1	30	
1550909160	194.168.0.139	1	28	
1550909220	194.168.0.139	1	4	
1550909280	194.168.0.139	1	31	
1550909340	194.168.0.139	1	36	
1550909400	194.168.0.139	1	74	
1550909460	194.168.0.139	1	98	
1550909520	194.168.0.139	1	59	
1550909580	194.168.0.139	1	97	
1550909640	194.168.0.139	1	22	
1550909700	194.168.0.139	1	61	
1550909760	194.168.0.139	1	96	
1550909820	194.168.0.139	1	76	
1550909880	194.168.0.139	1	72	
1550909940	194.168.0.139	1	100	
1550910000	194.168.0.139	1	90	
1550910060	194.168.0.139	1	28	
1550910120	194.168.0.139	1	7	
1550910180	194.168.0.139	1	10	
1550910240	194.168.0.139	1	31	
1550910300	194.168.0.139	1	29	
1550910360	194.168.0.139	1	35	
1550910420	194.168.0.139	1	23	
1550910480	194.168.0.139	1	62	
1550910540	194.168.0.139	1	59	
1550910600	194.168.0.139	1	60	
1550910660	194.168.0.139	1	13	
1550910720	194.168.0.139	1	45	
1550910780	194.168.0.139	1	49	
1550910840	194.168.0.139	1	80	
1550910900	194.168.0.139	1	2	
1550910960	194.168.0.139	1	6	
1550911020	194.168.0.139	1	40	
1550911080	194.168.0.139	1	23	
1550911140	194.168.0.139	1	18	
1550911200	194.168.0.139	1	10	
1550911260	194.168.0.139	1	70	
1550911320	194.168.0.139	1	92	
1550911380	194.168.0.139	1	81	
1550911440	194.168.0.139	1	9	
1550911500	194.168.0.139	1	100	
1550911560	194.168.0.139	1	89	
1550911620	194.168.0.139	1	74	
1550911680	194.168.0.139	1	26	
1550911740	194.168.0.139	1	5	
1550911800	194.168.0.139	1	77	
1550911860	194.168.0.139	1	88	
1550911920	194.168.0.139	1	66	
1550911980	194.168.0.139	1	33	
1550912040	194.168.0.139	1	7	
1550912100	194.168.0.139	1	42	
1550912160	194.168.0.139	1	24	
1550912220	194.168.0.139	1	53	
1550912280	194.168.0.139	1	94	
1550912340	194.168.0.139	1	82	
1550912400	194.168.0.139	1	62	
1550912460	194.168.0.139	1	26	
1550912520	194.168.0.139	1	24	
1550912580	194.168.0.139	1	11	
1550912640	194.168.0.139	1	15	
1550912700	194.168.0.139	1	20	
1550912760	194.168.0.139	1	9	
1550912820	194.168.0.139	1	96	
1550912880	194.168.0.139	1	10	
1550912940	194.168.0.139	1	37	
1550913000	194.168.0.139	1	52	
1550913060	194.168.0.139	1	53	
1550913120	194.168.0.139	1	87	
1550913180	194.168.0.139	1	96	
1550913240	194.168.0.139	1	68	
1550913300	194.168.0.139	1	17	
1550913360	194.168.0.139	1	63	
1550913420	194.168.0.139	1	84	
1550913480	194.168.0.139	1	37	
1550913540	194.168.0.139	1	65	
1550913600	194.168.0.139	1	25	
1550913660	194.168.0.139	1	50	
1550913720	194.168.0.139	1	66	
1550913780	194.168.0.139	1	66	
1550913840	194.168.0.139	1	66	
1550913900	194.168.0.139	1	16	
1550913960	194.168.0.139	1	51	
1550914020	194.168.0.139	1	94	
1550914080	194.168.0.139	1	3	
1550914140	194.168.0.139	1	27	
1550914200	194.168.0.139	1	72	
1550914260	194.168.0.139	1	83	
1550914320	194.168.0.139	1	40	
1550914380	194.168.0.139	1	71	
1550914440	194.168.0.139	1	48	
1550914500	194.168.0.139	1	33	
1550914560	194.168.0.139	1	52	
1550914620	194.168.0.139	1	70	
1550914680	194.168.0.139	1	36	
1550914740	194.168.0.139	1	33	
1550914800	194.168.0.139	1	98	
1550914860	194.168.0.139	1	37	
1550914920	194.168.0.139	1	51	
1550914980	194.168.0.139	1	40	
1550915040	194.168.0.139	1	31	
1550915100	194.168.0.139	1	87	
1550915160	194.168.0.139	1	72	
1550915220	194.168.0.139	1	66	
1550915280	194.168.0.139	1	32	
1550915340	194.168.0.139	1	76	
1550915400	194.168.0.139	1	55	
1550915460	194.168.0.139	1	24	
1550915520	194.168.0.139	1	51	
1550915580	194.168.0.139	1	50	
1550915640	194.168.0.139	1	18	
1550915700	194.168.0.139	1	21	
1550915760	194.168.0.139	1	30	
1550915820	194.168.0.139	1	84	
1550915880	194.168.0.139	1	73	
1550915940	194.168.0.139	1	72	
1550916000	194.168.0.139	1	3	
1550916060	194.168.0.139	1	89	
1550916120	194.168.0.139	1	96	
1550916180	194.168.0.139	1	45	
1550916240	194.168.0.139	1	7	
1550916300	194.168.0.139	1	81	
1550916360	194.168.0.139	1	53	
1550916420	194.168.0.139	1	53	
1550916480	194.168.0.139	1	22	
1550916540	194.168.0.139	1	12	
1550916600	194.168.0.139	1	31	
1550916660	194.168.0.139	1	67	
1550916720	194.168.0.139	1	64	
1550916780	194.168.0.139	1	70	
1550916840	194.168.0.139	1	43	
1550916900	194.168.0.139	1	94	
1550916960	194.168.0.139	1	72	
1550917020	194.168.0.139	1	85	
1550917080	194.168.0.139	1	10	
1550917140	194.168.0.139	1	57	
1550917200	194.168.0.139	1	3	
1550917260	194.168.0.139	1	95	
1550917320	194.168.0.139	1	88	
1550917380	194.168.0.139	1	8	
1550917440	194.168.0.139	1	31	
1550917500	194.168.0.139	1	24	
1550917560	194.168.0.139	1	73	
1550917620	194.168.0.139	1	44	
1550917680	194.168.0.139	1	62	
1550917740	194.168.0.139	1	98	
1550917800	194.168.0.139	1	80	
1550917860	194.168.0.139	1	58	
1550917920	194.168.0.139	1	25	
1550917980	194.168.0.139	1	1	
1550918040	194.168.0.139	1	78	
1550918100	194.168.0.139	1	86	
1550918160	194.168.0.139	1	58	
1550918220	194.168.0.139	1	52	
1550918280	194.168.0.139	1	98	
1550918340	194.168.0.139	1	42	
1550918400	194.168.0.139	1	26	
1550918460	194.168.0.139	1	75	
1550918520	194.168.0.139	1	83	
1550918580	194.168.0.139	1	18	
1550918640	194.168.0.139	1	33	
1550918700	194.168.0.139	1	16	
1550918760	194.168.0.139	1	7	
1550918820	194.168.0.139	1	50	
1550918880	194.168.0.139	1	18	
1550918940	194.168.0.139	1	71	
1550919000	194.168.0.139	1	35	
1550919060	194.168.0.139	1	8	
1550919120	194.168.0.139	1	65	
1550919180	194.168.0.139	1	42	
1550919240	194.168.0.139	1	1	
1550919300	194.168.0.139	1	48	
1550919360	194.168.0.139	1	100	
1550919420	194.168.0.139	1	93	
1550919480	194.168.0.139	1	52	
1550919540	194.168.0.139	1	3	
1550919600	194.168.0.139	1	71	
1550919660	194.168.0.139	1	25	
1550919720	194.168.0.139	1	17	
1550919780	194.168.0.139	1	61	
1550919840	194.168.0.139	1	76	
1550919900	194.168.0.139	1	37	
1550919960	194.168.0.139	1	48	
1550920020	194.168.0.139	1	58	
1550920080	194.168.0.139	1	14	
1550920140	194.168.0.139	1	98	
1550920200	194.168.0.139	1	55	
1550920260	194.168.0.139	1	67	
1550920320	194.168.0.139	1	47	
1550920380	194.168.0.139	1	35	
1550920440	194.168.0.139	1	33	
1550920500	194.168.0.139	1	53	
1550920560	194.168.0.139	1	9	
1550920620	194.168.0.139	1	75	
1550920680	194.168.0.139	1	58	
1550920740	194.168.0.139	1	34	
1550920800	194.168.0.139	1	15	
1550920860	194.168.0.139	1	57	
1550920920	194.168.0.139	1	90	
1550920980	194.168.0.139	1	65	
1550921040	194.168.0.139	1	64	
1550921100	194.168.0.139	1	24	
1550921160	194.168.0.139	1	73	
1550921220	194.168.0.139	1	62	
1550921280	194.168.0.139	1	57	
1550921340	194.168.0.139	1	29	
1550921400	194.168.0.139	1	5	
1550921460	194.168.0.139	1	45	
1550921520	194.168.0.139	1	24	
1550921580	194.168.0.139	1	17	
1550921640	194.168.0.139	1	74	
1550921700	194.168.0.139	1	95	
1550921760	194.168.0.139	1	32	
1550921820	194.168.0.139	1	76	
1550921880	194.168.0.139	1	3	
1550921940	194.168.0.139	1	98	
1550922000	194.168.0.139	1	93	
1550922060	194.168.0.139	1	80	
1550922120	194.168.0.139	1	15	
1550922180	194.168.0.139	1	33	
1550922240	194.168.0.139	1	18	
1550922300	194.168.0.139	1	80	
1550922360	194.168.0.139	1	32	
1550922420	194.168.0.139	1	2	
1550922480	194.168.0.139	1	49	
1550922540	194.168.0.139	1	49	
1550922600	194.168.0.139	1	64	
1550922660	194.168.0.139	1	51	
1550922720	194.168.0.139	1	15	
1550922780	194.168.0.139	1	2	
1550922840	194.168.0.139	1	73	
1550922900	194.168.0.139	1	79	
1550922960	194.168.0.139	1	85	
1550923020	194.168.0.139	1	98	
1550923080	194.168.0.139	1	18	
1550923140	194.168.0.139	1	5	
1550923200	194.168.0.139	1	44	
1550923260	194.168.0.139	1	31	
1550923320	194.168.0.139	1	80	
1550923380	194.168.0.139	1	16	
1550923440	194.168.0.139	1	40	
1550923500	194.168.0.139	1	7	
1550923560	194.168.0.139	1	4	
1550923620	194.168.0.139	1	85	
1550923680	194.168.0.139	1	23	
1550923740	194.168.0.139	1	44	
1550923800	194.168.0.139	1	88	
1550923860	194.168.0.139	1	14	
1550923920	194.168.0.139	1	95	
1550923980	194.168.0.139	1	68	
1550924040	194.168.0.139	1	22	
1550924100	194.168.0.139	1	41	
1550924160	194.168.0.139	1	17	
1550924220	194.168.0.139	1	93	
1550924280	194.168.0.139	1	25	
1550924340	194.168.0.139	1	95	
1550924400	194.168.0.139	1	57	
1550924460	194.168.0.139	1	60	
1550924520	194.168.0.139	1	79	
1550924580	194.168.0.139	1	2	
1550924640	194.168.0.139	1	82	
1550924700	194.168.0.139	1	58	
1550924760	194.168.0.139	1	23	
1550924820	194.168.0.139	1	91	
1550924880	194.168.0.139	1	50	
1550924940	194.168.0.139	1	44	
1550925000	194.168.0.139	1	23	
1550925060	194.168.0.139	1	43	
1550925120	194.168.0.139	1	55	
1550925180	194.168.0.139	1	21	
1550925240	194.168.0.139	1	21	
1550925300	194.168.0.139	1	18	
1550925360	194.168.0.139	1	92	
1550925420	194.168.0.139	1	43	
1550925480	194.168.0.139	1	78	
1550925540	194.168.0.139	1	90	
1550925600	194.168.0.139	1	52	
1550925660	194.168.0.139	1	58	
1550925720	194.168.0.139	1	95	
1550925780	194.168.0.139	1	89	
