TimeStamp	Ip Address	Core	CPU Usage
1550908860	192.168.0.107	0	14	
1550908920	192.168.0.107	0	91	
1550908980	192.168.0.107	0	38	
1550909040	192.168.0.107	0	50	
1550909100	192.168.0.107	0	78	
1550909160	192.168.0.107	0	57	
1550909220	192.168.0.107	0	12	
1550909280	192.168.0.107	0	35	
1550909340	192.168.0.107	0	42	
1550909400	192.168.0.107	0	53	
1550909460	192.168.0.107	0	69	
1550909520	192.168.0.107	0	22	
1550909580	192.168.0.107	0	68	
1550909640	192.168.0.107	0	51	
1550909700	192.168.0.107	0	71	
1550909760	192.168.0.107	0	37	
1550909820	192.168.0.107	0	50	
1550909880	192.168.0.107	0	64	
1550909940	192.168.0.107	0	93	
1550910000	192.168.0.107	0	90	
1550910060	192.168.0.107	0	80	
1550910120	192.168.0.107	0	57	
1550910180	192.168.0.107	0	16	
1550910240	192.168.0.107	0	34	
1550910300	192.168.0.107	0	52	
1550910360	192.168.0.107	0	53	
1550910420	192.168.0.107	0	79	
1550910480	192.168.0.107	0	74	
1550910540	192.168.0.107	0	98	
1550910600	192.168.0.107	0	80	
1550910660	192.168.0.107	0	90	
1550910720	192.168.0.107	0	18	
1550910780	192.168.0.107	0	63	
1550910840	192.168.0.107	0	78	
1550910900	192.168.0.107	0	51	
1550910960	192.168.0.107	0	18	
1550911020	192.168.0.107	0	54	
1550911080	192.168.0.107	0	79	
1550911140	192.168.0.107	0	48	
1550911200	192.168.0.107	0	81	
1550911260	192.168.0.107	0	80	
1550911320	192.168.0.107	0	36	
1550911380	192.168.0.107	0	86	
1550911440	192.168.0.107	0	8	
1550911500	192.168.0.107	0	19	
1550911560	192.168.0.107	0	83	
1550911620	192.168.0.107	0	87	
1550911680	192.168.0.107	0	13	
1550911740	192.168.0.107	0	26	
1550911800	192.168.0.107	0	68	
1550911860	192.168.0.107	0	79	
1550911920	192.168.0.107	0	82	
1550911980	192.168.0.107	0	17	
1550912040	192.168.0.107	0	40	
1550912100	192.168.0.107	0	63	
1550912160	192.168.0.107	0	57	
1550912220	192.168.0.107	0	95	
1550912280	192.168.0.107	0	96	
1550912340	192.168.0.107	0	46	
1550912400	192.168.0.107	0	89	
1550912460	192.168.0.107	0	19	
1550912520	192.168.0.107	0	69	
1550912580	192.168.0.107	0	20	
1550912640	192.168.0.107	0	76	
1550912700	192.168.0.107	0	67	
1550912760	192.168.0.107	0	79	
1550912820	192.168.0.107	0	15	
1550912880	192.168.0.107	0	77	
1550912940	192.168.0.107	0	89	
1550913000	192.168.0.107	0	99	
1550913060	192.168.0.107	0	59	
1550913120	192.168.0.107	0	17	
1550913180	192.168.0.107	0	60	
1550913240	192.168.0.107	0	93	
1550913300	192.168.0.107	0	4	
1550913360	192.168.0.107	0	31	
1550913420	192.168.0.107	0	74	
1550913480	192.168.0.107	0	4	
1550913540	192.168.0.107	0	89	
1550913600	192.168.0.107	0	16	
1550913660	192.168.0.107	0	40	
1550913720	192.168.0.107	0	39	
1550913780	192.168.0.107	0	91	
1550913840	192.168.0.107	0	72	
1550913900	192.168.0.107	0	72	
1550913960	192.168.0.107	0	88	
1550914020	192.168.0.107	0	49	
1550914080	192.168.0.107	0	67	
1550914140	192.168.0.107	0	26	
1550914200	192.168.0.107	0	54	
1550914260	192.168.0.107	0	39	
1550914320	192.168.0.107	0	84	
1550914380	192.168.0.107	0	10	
1550914440	192.168.0.107	0	61	
1550914500	192.168.0.107	0	98	
1550914560	192.168.0.107	0	29	
1550914620	192.168.0.107	0	39	
1550914680	192.168.0.107	0	86	
1550914740	192.168.0.107	0	10	
1550914800	192.168.0.107	0	57	
1550914860	192.168.0.107	0	12	
1550914920	192.168.0.107	0	11	
1550914980	192.168.0.107	0	5	
1550915040	192.168.0.107	0	72	
1550915100	192.168.0.107	0	94	
1550915160	192.168.0.107	0	34	
1550915220	192.168.0.107	0	97	
1550915280	192.168.0.107	0	38	
1550915340	192.168.0.107	0	62	
1550915400	192.168.0.107	0	73	
1550915460	192.168.0.107	0	97	
1550915520	192.168.0.107	0	73	
1550915580	192.168.0.107	0	28	
1550915640	192.168.0.107	0	89	
1550915700	192.168.0.107	0	49	
1550915760	192.168.0.107	0	35	
1550915820	192.168.0.107	0	66	
1550915880	192.168.0.107	0	46	
1550915940	192.168.0.107	0	27	
1550916000	192.168.0.107	0	13	
1550916060	192.168.0.107	0	16	
1550916120	192.168.0.107	0	10	
1550916180	192.168.0.107	0	68	
1550916240	192.168.0.107	0	21	
1550916300	192.168.0.107	0	77	
1550916360	192.168.0.107	0	5	
1550916420	192.168.0.107	0	88	
1550916480	192.168.0.107	0	37	
1550916540	192.168.0.107	0	21	
1550916600	192.168.0.107	0	23	
1550916660	192.168.0.107	0	14	
1550916720	192.168.0.107	0	24	
1550916780	192.168.0.107	0	48	
1550916840	192.168.0.107	0	10	
1550916900	192.168.0.107	0	87	
1550916960	192.168.0.107	0	77	
1550917020	192.168.0.107	0	74	
1550917080	192.168.0.107	0	41	
1550917140	192.168.0.107	0	38	
1550917200	192.168.0.107	0	12	
1550917260	192.168.0.107	0	9	
1550917320	192.168.0.107	0	18	
1550917380	192.168.0.107	0	28	
1550917440	192.168.0.107	0	53	
1550917500	192.168.0.107	0	78	
1550917560	192.168.0.107	0	28	
1550917620	192.168.0.107	0	18	
1550917680	192.168.0.107	0	100	
1550917740	192.168.0.107	0	92	
1550917800	192.168.0.107	0	33	
1550917860	192.168.0.107	0	5	
1550917920	192.168.0.107	0	100	
1550917980	192.168.0.107	0	94	
1550918040	192.168.0.107	0	54	
1550918100	192.168.0.107	0	94	
1550918160	192.168.0.107	0	39	
1550918220	192.168.0.107	0	57	
1550918280	192.168.0.107	0	68	
1550918340	192.168.0.107	0	78	
1550918400	192.168.0.107	0	88	
1550918460	192.168.0.107	0	45	
1550918520	192.168.0.107	0	29	
1550918580	192.168.0.107	0	9	
1550918640	192.168.0.107	0	63	
1550918700	192.168.0.107	0	79	
1550918760	192.168.0.107	0	93	
1550918820	192.168.0.107	0	91	
1550918880	192.168.0.107	0	29	
1550918940	192.168.0.107	0	38	
1550919000	192.168.0.107	0	100	
1550919060	192.168.0.107	0	3	
1550919120	192.168.0.107	0	8	
1550919180	192.168.0.107	0	4	
1550919240	192.168.0.107	0	90	
1550919300	192.168.0.107	0	58	
1550919360	192.168.0.107	0	90	
1550919420	192.168.0.107	0	11	
1550919480	192.168.0.107	0	49	
1550919540	192.168.0.107	0	23	
1550919600	192.168.0.107	0	35	
1550919660	192.168.0.107	0	91	
1550919720	192.168.0.107	0	57	
1550919780	192.168.0.107	0	18	
1550919840	192.168.0.107	0	57	
1550919900	192.168.0.107	0	30	
1550919960	192.168.0.107	0	34	
1550920020	192.168.0.107	0	42	
1550920080	192.168.0.107	0	1	
1550920140	192.168.0.107	0	92	
1550920200	192.168.0.107	0	11	
1550920260	192.168.0.107	0	49	
1550920320	192.168.0.107	0	19	
1550920380	192.168.0.107	0	16	
1550920440	192.168.0.107	0	60	
1550920500	192.168.0.107	0	97	
1550920560	192.168.0.107	0	79	
1550920620	192.168.0.107	0	31	
1550920680	192.168.0.107	0	90	
1550920740	192.168.0.107	0	71	
1550920800	192.168.0.107	0	65	
1550920860	192.168.0.107	0	62	
1550920920	192.168.0.107	0	63	
1550920980	192.168.0.107	0	3	
1550921040	192.168.0.107	0	14	
1550921100	192.168.0.107	0	98	
1550921160	192.168.0.107	0	57	
1550921220	192.168.0.107	0	99	
1550921280	192.168.0.107	0	16	
1550921340	192.168.0.107	0	70	
1550921400	192.168.0.107	0	47	
1550921460	192.168.0.107	0	86	
1550921520	192.168.0.107	0	63	
1550921580	192.168.0.107	0	57	
1550921640	192.168.0.107	0	61	
1550921700	192.168.0.107	0	17	
1550921760	192.168.0.107	0	32	
1550921820	192.168.0.107	0	34	
1550921880	192.168.0.107	0	22	
1550921940	192.168.0.107	0	46	
1550922000	192.168.0.107	0	64	
1550922060	192.168.0.107	0	45	
1550922120	192.168.0.107	0	87	
1550922180	192.168.0.107	0	75	
1550922240	192.168.0.107	0	69	
1550922300	192.168.0.107	0	24	
1550922360	192.168.0.107	0	9	
1550922420	192.168.0.107	0	56	
1550922480	192.168.0.107	0	26	
1550922540	192.168.0.107	0	94	
1550922600	192.168.0.107	0	21	
1550922660	192.168.0.107	0	52	
1550922720	192.168.0.107	0	70	
1550922780	192.168.0.107	0	73	
1550922840	192.168.0.107	0	22	
1550922900	192.168.0.107	0	37	
1550922960	192.168.0.107	0	32	
1550923020	192.168.0.107	0	19	
1550923080	192.168.0.107	0	13	
1550923140	192.168.0.107	0	16	
1550923200	192.168.0.107	0	21	
1550923260	192.168.0.107	0	51	
1550923320	192.168.0.107	0	56	
1550923380	192.168.0.107	0	83	
1550923440	192.168.0.107	0	5	
1550923500	192.168.0.107	0	57	
1550923560	192.168.0.107	0	85	
1550923620	192.168.0.107	0	79	
1550923680	192.168.0.107	0	10	
1550923740	192.168.0.107	0	87	
1550923800	192.168.0.107	0	13	
1550923860	192.168.0.107	0	19	
1550923920	192.168.0.107	0	79	
1550923980	192.168.0.107	0	23	
1550924040	192.168.0.107	0	60	
1550924100	192.168.0.107	0	41	
1550924160	192.168.0.107	0	57	
1550924220	192.168.0.107	0	81	
1550924280	192.168.0.107	0	63	
1550924340	192.168.0.107	0	13	
1550924400	192.168.0.107	0	59	
1550924460	192.168.0.107	0	52	
1550924520	192.168.0.107	0	74	
1550924580	192.168.0.107	0	53	
1550924640	192.168.0.107	0	14	
1550924700	192.168.0.107	0	96	
1550924760	192.168.0.107	0	28	
1550924820	192.168.0.107	0	78	
1550924880	192.168.0.107	0	91	
1550924940	192.168.0.107	0	23	
1550925000	192.168.0.107	0	8	
1550925060	192.168.0.107	0	52	
1550925120	192.168.0.107	0	47	
1550925180	192.168.0.107	0	45	
1550925240	192.168.0.107	0	11	
1550925300	192.168.0.107	0	38	
1550925360	192.168.0.107	0	48	
1550925420	192.168.0.107	0	85	
1550925480	192.168.0.107	0	66	
1550925540	192.168.0.107	0	54	
1550925600	192.168.0.107	0	54	
1550925660	192.168.0.107	0	98	
1550925720	192.168.0.107	0	42	
1550925780	192.168.0.107	0	42	
1550925840	192.168.0.107	0	10	
1550925900	192.168.0.107	0	42	
1550925960	192.168.0.107	0	62	
1550926020	192.168.0.107	0	92	
1550926080	192.168.0.107	0	74	
1550926140	192.168.0.107	0	76	
1550926200	192.168.0.107	0	81	
1550926260	192.168.0.107	0	39	
1550926320	192.168.0.107	0	15	
1550926380	192.168.0.107	0	52	
1550926440	192.168.0.107	0	10	
1550926500	192.168.0.107	0	42	
1550926560	192.168.0.107	0	100	
1550926620	192.168.0.107	0	16	
1550926680	192.168.0.107	0	13	
1550926740	192.168.0.107	0	71	
1550926800	192.168.0.107	0	79	
1550926860	192.168.0.107	0	54	
1550926920	192.168.0.107	0	19	
1550926980	192.168.0.107	0	95	
1550927040	192.168.0.107	0	97	
1550927100	192.168.0.107	0	13	
1550927160	192.168.0.107	0	42	
1550927220	192.168.0.107	0	30	
1550927280	192.168.0.107	0	27	
1550927340	192.168.0.107	0	38	
1550927400	192.168.0.107	0	46	
1550927460	192.168.0.107	0	26	
1550927520	192.168.0.107	0	80	
1550927580	192.168.0.107	0	78	
1550927640	192.168.0.107	0	33	
1550927700	192.168.0.107	0	84	
1550927760	192.168.0.107	0	84	
1550927820	192.168.0.107	0	5	
1550927880	192.168.0.107	0	58	
1550927940	192.168.0.107	0	100	
1550928000	192.168.0.107	0	16	
1550928060	192.168.0.107	0	66	
1550928120	192.168.0.107	0	90	
1550928180	192.168.0.107	0	79	
1550928240	192.168.0.107	0	12	
1550928300	192.168.0.107	0	91	
1550928360	192.168.0.107	0	91	
1550928420	192.168.0.107	0	16	
1550928480	192.168.0.107	0	52	
1550928540	192.168.0.107	0	72	
1550928600	192.168.0.107	0	58	
1550928660	192.168.0.107	0	71	
1550928720	192.168.0.107	0	4	
1550928780	192.168.0.107	0	48	
1550928840	192.168.0.107	0	27	
1550928900	192.168.0.107	0	54	
1550928960	192.168.0.107	0	71	
1550929020	192.168.0.107	0	84	
1550929080	192.168.0.107	0	82	
1550929140	192.168.0.107	0	31	
1550929200	192.168.0.107	0	52	
1550929260	192.168.0.107	0	15	
1550929320	192.168.0.107	0	23	
1550929380	192.168.0.107	0	2	
1550929440	192.168.0.107	0	45	
1550929500	192.168.0.107	0	45	
1550929560	192.168.0.107	0	65	
1550929620	192.168.0.107	0	47	
1550929680	192.168.0.107	0	61	
1550929740	192.168.0.107	0	9	
1550929800	192.168.0.107	0	51	
1550929860	192.168.0.107	0	67	
1550929920	192.168.0.107	0	31	
1550929980	192.168.0.107	0	82	
1550930040	192.168.0.107	0	16	
1550930100	192.168.0.107	0	100	
1550930160	192.168.0.107	0	82	
1550930220	192.168.0.107	0	28	
1550930280	192.168.0.107	0	39	
1550930340	192.168.0.107	0	99	
1550930400	192.168.0.107	0	16	
1550930460	192.168.0.107	0	71	
1550930520	192.168.0.107	0	69	
1550930580	192.168.0.107	0	92	
1550930640	192.168.0.107	0	77	
1550930700	192.168.0.107	0	49	
1550930760	192.168.0.107	0	35	
1550930820	192.168.0.107	0	74	
1550930880	192.168.0.107	0	31	
1550930940	192.168.0.107	0	75	
1550931000	192.168.0.107	0	11	
1550931060	192.168.0.107	0	69	
1550931120	192.168.0.107	0	39	
1550931180	192.168.0.107	0	46	
1550931240	192.168.0.107	0	12	
1550931300	192.168.0.107	0	29	
1550931360	192.168.0.107	0	70	
1550931420	192.168.0.107	0	58	
1550931480	192.168.0.107	0	72	
1550931540	192.168.0.107	0	31	
1550931600	192.168.0.107	0	31	
1550931660	192.168.0.107	0	78	
1550931720	192.168.0.107	0	100	
1550931780	192.168.0.107	0	38	
1550931840	192.168.0.107	0	93	
1550931900	192.168.0.107	0	66	
1550931960	192.168.0.107	0	34	
1550932020	192.168.0.107	0	60	
1550932080	192.168.0.107	0	20	
1550932140	192.168.0.107	0	25	
1550932200	192.168.0.107	0	13	
1550932260	192.168.0.107	0	70	
1550932320	192.168.0.107	0	98	
1550932380	192.168.0.107	0	34	
1550932440	192.168.0.107	0	85	
1550932500	192.168.0.107	0	94	
1550932560	192.168.0.107	0	23	
1550932620	192.168.0.107	0	52	
1550932680	192.168.0.107	0	99	
1550932740	192.168.0.107	0	65	
1550932800	192.168.0.107	0	90	
1550932860	192.168.0.107	0	44	
1550932920	192.168.0.107	0	21	
1550932980	192.168.0.107	0	11	
1550933040	192.168.0.107	0	83	
1550933100	192.168.0.107	0	39	
1550933160	192.168.0.107	0	40	
1550933220	192.168.0.107	0	33	
1550933280	192.168.0.107	0	81	
1550933340	192.168.0.107	0	65	
1550933400	192.168.0.107	0	62	
1550933460	192.168.0.107	0	28	
1550933520	192.168.0.107	0	37	
1550933580	192.168.0.107	0	22	
1550933640	192.168.0.107	0	73	
1550933700	192.168.0.107	0	54	
1550933760	192.168.0.107	0	4	
1550933820	192.168.0.107	0	33	
1550933880	192.168.0.107	0	47	
1550933940	192.168.0.107	0	17	
1550934000	192.168.0.107	0	65	
1550934060	192.168.0.107	0	8	
1550934120	192.168.0.107	0	12	
1550934180	192.168.0.107	0	18	
1550934240	192.168.0.107	0	13	
1550934300	192.168.0.107	0	57	
1550934360	192.168.0.107	0	17	
1550934420	192.168.0.107	0	83	
1550934480	192.168.0.107	0	15	
1550934540	192.168.0.107	0	74	
1550934600	192.168.0.107	0	91	
1550934660	192.168.0.107	0	64	
1550934720	192.168.0.107	0	20	
1550934780	192.168.0.107	0	58	
1550934840	192.168.0.107	0	99	
1550934900	192.168.0.107	0	82	
1550934960	192.168.0.107	0	42	
1550935020	192.168.0.107	0	60	
1550935080	192.168.0.107	0	64	
1550935140	192.168.0.107	0	87	
1550935200	192.168.0.107	0	80	
1550935260	192.168.0.107	0	84	
1550935320	192.168.0.107	0	59	
1550935380	192.168.0.107	0	43	
1550935440	192.168.0.107	0	21	
1550935500	192.168.0.107	0	14	
1550935560	192.168.0.107	0	20	
1550935620	192.168.0.107	0	19	
1550935680	192.168.0.107	0	17	
1550935740	192.168.0.107	0	53	
1550935800	192.168.0.107	0	83	
1550935860	192.168.0.107	0	42	
1550935920	192.168.0.107	0	2	
1550935980	192.168.0.107	0	55	
1550936040	192.168.0.107	0	10	
1550936100	192.168.0.107	0	20	
1550936160	192.168.0.107	0	70	
1550936220	192.168.0.107	0	6	
1550936280	192.168.0.107	0	98	
1550936340	192.168.0.107	0	44	
1550936400	192.168.0.107	0	31	
1550936460	192.168.0.107	0	49	
1550936520	192.168.0.107	0	87	
1550936580	192.168.0.107	0	18	
1550936640	192.168.0.107	0	94	
1550936700	192.168.0.107	0	92	
1550936760	192.168.0.107	0	46	
1550936820	192.168.0.107	0	92	
1550936880	192.168.0.107	0	60	
1550936940	192.168.0.107	0	30	
1550937000	192.168.0.107	0	10	
1550937060	192.168.0.107	0	94	
1550937120	192.168.0.107	0	36	
1550937180	192.168.0.107	0	8	
1550937240	192.168.0.107	0	78	
1550937300	192.168.0.107	0	31	
1550937360	192.168.0.107	0	97	
1550937420	192.168.0.107	0	5	
1550937480	192.168.0.107	0	68	
1550937540	192.168.0.107	0	98	
1550937600	192.168.0.107	0	89	
1550937660	192.168.0.107	0	62	
1550937720	192.168.0.107	0	27	
1550937780	192.168.0.107	0	79	
1550937840	192.168.0.107	0	90	
1550937900	192.168.0.107	0	13	
1550937960	192.168.0.107	0	5	
1550938020	192.168.0.107	0	38	
1550938080	192.168.0.107	0	81	
1550938140	192.168.0.107	0	33	
1550938200	192.168.0.107	0	73	
1550938260	192.168.0.107	0	98	
1550938320	192.168.0.107	0	44	
1550938380	192.168.0.107	0	48	
1550938440	192.168.0.107	0	73	
1550938500	192.168.0.107	0	91	
1550938560	192.168.0.107	0	45	
1550938620	192.168.0.107	0	53	
1550938680	192.168.0.107	0	18	
1550938740	192.168.0.107	0	9	
1550938800	192.168.0.107	0	1	
1550938860	192.168.0.107	0	54	
1550938920	192.168.0.107	0	46	
1550938980	192.168.0.107	0	10	
1550939040	192.168.0.107	0	8	
1550939100	192.168.0.107	0	34	
1550939160	192.168.0.107	0	19	
1550939220	192.168.0.107	0	71	
1550939280	192.168.0.107	0	46	
1550939340	192.168.0.107	0	47	
1550939400	192.168.0.107	0	49	
1550939460	192.168.0.107	0	38	
1550939520	192.168.0.107	0	55	
1550939580	192.168.0.107	0	100	
1550939640	192.168.0.107	0	67	
1550939700	192.168.0.107	0	13	
1550939760	192.168.0.107	0	18	
1550939820	192.168.0.107	0	32	
1550939880	192.168.0.107	0	2	
1550939940	192.168.0.107	0	53	
1550940000	192.168.0.107	0	86	
1550940060	192.168.0.107	0	18	
1550940120	192.168.0.107	0	2	
1550940180	192.168.0.107	0	78	
1550940240	192.168.0.107	0	27	
1550940300	192.168.0.107	0	23	
1550940360	192.168.0.107	0	86	
1550940420	192.168.0.107	0	98	
1550940480	192.168.0.107	0	59	
1550940540	192.168.0.107	0	28	
1550940600	192.168.0.107	0	83	
1550940660	192.168.0.107	0	35	
1550940720	192.168.0.107	0	19	
1550940780	192.168.0.107	0	70	
1550940840	192.168.0.107	0	66	
1550940900	192.168.0.107	0	77	
1550940960	192.168.0.107	0	84	
1550941020	192.168.0.107	0	14	
1550941080	192.168.0.107	0	85	
1550941140	192.168.0.107	0	55	
1550941200	192.168.0.107	0	41	
1550941260	192.168.0.107	0	57	
1550941320	192.168.0.107	0	45	
1550941380	192.168.0.107	0	13	
1550941440	192.168.0.107	0	26	
1550941500	192.168.0.107	0	67	
1550941560	192.168.0.107	0	78	
1550941620	192.168.0.107	0	69	
1550941680	192.168.0.107	0	77	
1550941740	192.168.0.107	0	32	
1550941800	192.168.0.107	0	20	
1550941860	192.168.0.107	0	12	
1550941920	192.168.0.107	0	15	
1550941980	192.168.0.107	0	32	
1550942040	192.168.0.107	0	94	
1550942100	192.168.0.107	0	41	
1550942160	192.168.0.107	0	87	
1550942220	192.168.0.107	0	76	
1550942280	192.168.0.107	0	74	
1550942340	192.168.0.107	0	67	
1550942400	192.168.0.107	0	80	
1550942460	192.168.0.107	0	54	
1550942520	192.168.0.107	0	18	
1550942580	192.168.0.107	0	25	
1550942640	192.168.0.107	0	49	
1550942700	192.168.0.107	0	26	
1550942760	192.168.0.107	0	17	
1550942820	192.168.0.107	0	93	
1550942880	192.168.0.107	0	54	
1550942940	192.168.0.107	0	40	
1550943000	192.168.0.107	0	33	
1550943060	192.168.0.107	0	9	
1550943120	192.168.0.107	0	91	
1550943180	192.168.0.107	0	97	
1550943240	192.168.0.107	0	64	
1550943300	192.168.0.107	0	98	
1550943360	192.168.0.107	0	16	
1550943420	192.168.0.107	0	12	
1550943480	192.168.0.107	0	15	
1550943540	192.168.0.107	0	41	
1550943600	192.168.0.107	0	72	
1550943660	192.168.0.107	0	88	
1550943720	192.168.0.107	0	16	
1550943780	192.168.0.107	0	11	
1550943840	192.168.0.107	0	66	
1550943900	192.168.0.107	0	34	
1550943960	192.168.0.107	0	67	
1550944020	192.168.0.107	0	92	
1550944080	192.168.0.107	0	28	
1550944140	192.168.0.107	0	55	
1550944200	192.168.0.107	0	79	
1550944260	192.168.0.107	0	17	
1550944320	192.168.0.107	0	54	
1550944380	192.168.0.107	0	18	
1550944440	192.168.0.107	0	17	
1550944500	192.168.0.107	0	22	
1550944560	192.168.0.107	0	17	
1550944620	192.168.0.107	0	79	
1550944680	192.168.0.107	0	33	
1550944740	192.168.0.107	0	100	
1550944800	192.168.0.107	0	2	
1550944860	192.168.0.107	0	39	
1550944920	192.168.0.107	0	36	
1550944980	192.168.0.107	0	35	
1550945040	192.168.0.107	0	15	
1550945100	192.168.0.107	0	80	
1550945160	192.168.0.107	0	36	
1550945220	192.168.0.107	0	63	
1550945280	192.168.0.107	0	92	
1550945340	192.168.0.107	0	41	
1550945400	192.168.0.107	0	47	
1550945460	192.168.0.107	0	36	
1550945520	192.168.0.107	0	41	
1550945580	192.168.0.107	0	47	
1550945640	192.168.0.107	0	44	
1550945700	192.168.0.107	0	91	
1550945760	192.168.0.107	0	13	
1550945820	192.168.0.107	0	84	
1550945880	192.168.0.107	0	28	
1550945940	192.168.0.107	0	45	
1550946000	192.168.0.107	0	34	
1550946060	192.168.0.107	0	71	
1550946120	192.168.0.107	0	52	
1550946180	192.168.0.107	0	73	
1550946240	192.168.0.107	0	89	
1550946300	192.168.0.107	0	79	
1550946360	192.168.0.107	0	35	
1550946420	192.168.0.107	0	19	
1550946480	192.168.0.107	0	90	
1550946540	192.168.0.107	0	22	
1550946600	192.168.0.107	0	7	
1550946660	192.168.0.107	0	98	
1550946720	192.168.0.107	0	25	
1550946780	192.168.0.107	0	14	
1550946840	192.168.0.107	0	87	
1550946900	192.168.0.107	0	77	
1550946960	192.168.0.107	0	37	
1550947020	192.168.0.107	0	5	
1550947080	192.168.0.107	0	41	
1550947140	192.168.0.107	0	94	
1550947200	192.168.0.107	0	49	
1550947260	192.168.0.107	0	54	
1550947320	192.168.0.107	0	4	
1550947380	192.168.0.107	0	52	
1550947440	192.168.0.107	0	15	
1550947500	192.168.0.107	0	64	
1550947560	192.168.0.107	0	33	
1550947620	192.168.0.107	0	71	
1550947680	192.168.0.107	0	37	
1550947740	192.168.0.107	0	84	
1550947800	192.168.0.107	0	84	
1550947860	192.168.0.107	0	1	
1550947920	192.168.0.107	0	76	
1550947980	192.168.0.107	0	48	
1550948040	192.168.0.107	0	86	
1550948100	192.168.0.107	0	96	
1550948160	192.168.0.107	0	42	
1550948220	192.168.0.107	0	16	
1550948280	192.168.0.107	0	48	
1550948340	192.168.0.107	0	43	
1550948400	192.168.0.107	0	32	
1550948460	192.168.0.107	0	39	
1550948520	192.168.0.107	0	81	
1550948580	192.168.0.107	0	86	
1550948640	192.168.0.107	0	77	
1550948700	192.168.0.107	0	85	
1550948760	192.168.0.107	0	15	
1550948820	192.168.0.107	0	18	
1550948880	192.168.0.107	0	11	
1550948940	192.168.0.107	0	8	
1550949000	192.168.0.107	0	52	
1550949060	192.168.0.107	0	39	
1550949120	192.168.0.107	0	11	
1550949180	192.168.0.107	0	2	
1550949240	192.168.0.107	0	58	
1550949300	192.168.0.107	0	76	
1550949360	192.168.0.107	0	93	
1550949420	192.168.0.107	0	64	
1550949480	192.168.0.107	0	94	
1550949540	192.168.0.107	0	98	
1550949600	192.168.0.107	0	81	
1550949660	192.168.0.107	0	47	
1550949720	192.168.0.107	0	71	
1550949780	192.168.0.107	0	52	
1550949840	192.168.0.107	0	50	
1550949900	192.168.0.107	0	85	
1550949960	192.168.0.107	0	79	
1550950020	192.168.0.107	0	39	
1550950080	192.168.0.107	0	32	
1550950140	192.168.0.107	0	2	
1550950200	192.168.0.107	0	46	
1550950260	192.168.0.107	0	71	
1550950320	192.168.0.107	0	3	
1550950380	192.168.0.107	0	71	
1550950440	192.168.0.107	0	64	
1550950500	192.168.0.107	0	29	
1550950560	192.168.0.107	0	36	
1550950620	192.168.0.107	0	78	
