TimeStamp	Ip Address	Core	CPU Usage
1550908860	194.168.0.221	0	11	
1550908920	194.168.0.221	0	17	
1550908980	194.168.0.221	0	76	
1550909040	194.168.0.221	0	51	
1550909100	194.168.0.221	0	87	
1550909160	194.168.0.221	0	18	
1550909220	194.168.0.221	0	25	
1550909280	194.168.0.221	0	94	
1550909340	194.168.0.221	0	26	
1550909400	194.168.0.221	0	54	
1550909460	194.168.0.221	0	66	
1550909520	194.168.0.221	0	50	
1550909580	194.168.0.221	0	90	
1550909640	194.168.0.221	0	7	
1550909700	194.168.0.221	0	94	
1550909760	194.168.0.221	0	99	
1550909820	194.168.0.221	0	46	
1550909880	194.168.0.221	0	22	
1550909940	194.168.0.221	0	52	
1550910000	194.168.0.221	0	45	
1550910060	194.168.0.221	0	8	
1550910120	194.168.0.221	0	12	
1550910180	194.168.0.221	0	79	
1550910240	194.168.0.221	0	83	
1550910300	194.168.0.221	0	23	
1550910360	194.168.0.221	0	78	
1550910420	194.168.0.221	0	58	
1550910480	194.168.0.221	0	82	
1550910540	194.168.0.221	0	55	
1550910600	194.168.0.221	0	23	
1550910660	194.168.0.221	0	64	
1550910720	194.168.0.221	0	30	
1550910780	194.168.0.221	0	61	
1550910840	194.168.0.221	0	64	
1550910900	194.168.0.221	0	81	
1550910960	194.168.0.221	0	25	
1550911020	194.168.0.221	0	100	
1550911080	194.168.0.221	0	9	
1550911140	194.168.0.221	0	81	
1550911200	194.168.0.221	0	61	
1550911260	194.168.0.221	0	99	
1550911320	194.168.0.221	0	95	
1550911380	194.168.0.221	0	74	
1550911440	194.168.0.221	0	10	
1550911500	194.168.0.221	0	28	
1550911560	194.168.0.221	0	32	
1550911620	194.168.0.221	0	19	
1550911680	194.168.0.221	0	81	
1550911740	194.168.0.221	0	58	
1550911800	194.168.0.221	0	54	
1550911860	194.168.0.221	0	65	
1550911920	194.168.0.221	0	59	
1550911980	194.168.0.221	0	50	
1550912040	194.168.0.221	0	35	
1550912100	194.168.0.221	0	29	
1550912160	194.168.0.221	0	66	
1550912220	194.168.0.221	0	42	
1550912280	194.168.0.221	0	75	
1550912340	194.168.0.221	0	39	
1550912400	194.168.0.221	0	67	
1550912460	194.168.0.221	0	74	
1550912520	194.168.0.221	0	19	
1550912580	194.168.0.221	0	80	
1550912640	194.168.0.221	0	10	
1550912700	194.168.0.221	0	14	
1550912760	194.168.0.221	0	67	
1550912820	194.168.0.221	0	57	
1550912880	194.168.0.221	0	94	
1550912940	194.168.0.221	0	59	
1550913000	194.168.0.221	0	38	
1550913060	194.168.0.221	0	36	
1550913120	194.168.0.221	0	78	
1550913180	194.168.0.221	0	59	
1550913240	194.168.0.221	0	3	
1550913300	194.168.0.221	0	95	
1550913360	194.168.0.221	0	25	
1550913420	194.168.0.221	0	91	
1550913480	194.168.0.221	0	83	
1550913540	194.168.0.221	0	68	
1550913600	194.168.0.221	0	37	
1550913660	194.168.0.221	0	21	
1550913720	194.168.0.221	0	70	
1550913780	194.168.0.221	0	36	
1550913840	194.168.0.221	0	67	
1550913900	194.168.0.221	0	62	
1550913960	194.168.0.221	0	40	
1550914020	194.168.0.221	0	21	
1550914080	194.168.0.221	0	47	
1550914140	194.168.0.221	0	68	
1550914200	194.168.0.221	0	60	
1550914260	194.168.0.221	0	28	
1550914320	194.168.0.221	0	95	
1550914380	194.168.0.221	0	41	
1550914440	194.168.0.221	0	32	
1550914500	194.168.0.221	0	94	
1550914560	194.168.0.221	0	50	
1550914620	194.168.0.221	0	28	
1550914680	194.168.0.221	0	51	
1550914740	194.168.0.221	0	2	
1550914800	194.168.0.221	0	87	
1550914860	194.168.0.221	0	69	
1550914920	194.168.0.221	0	93	
1550914980	194.168.0.221	0	14	
1550915040	194.168.0.221	0	84	
1550915100	194.168.0.221	0	5	
1550915160	194.168.0.221	0	8	
1550915220	194.168.0.221	0	28	
1550915280	194.168.0.221	0	91	
1550915340	194.168.0.221	0	16	
1550915400	194.168.0.221	0	19	
