TimeStamp	Ip Address	Core	CPU Usage
1550908860	193.168.0.129	0	62	
1550908920	193.168.0.129	0	7	
1550908980	193.168.0.129	0	73	
1550909040	193.168.0.129	0	24	
1550909100	193.168.0.129	0	42	
1550909160	193.168.0.129	0	28	
1550909220	193.168.0.129	0	91	
1550909280	193.168.0.129	0	6	
1550909340	193.168.0.129	0	15	
1550909400	193.168.0.129	0	94	
1550909460	193.168.0.129	0	21	
1550909520	193.168.0.129	0	98	
1550909580	193.168.0.129	0	41	
1550909640	193.168.0.129	0	15	
1550909700	193.168.0.129	0	70	
1550909760	193.168.0.129	0	89	
1550909820	193.168.0.129	0	22	
1550909880	193.168.0.129	0	80	
1550909940	193.168.0.129	0	23	
1550910000	193.168.0.129	0	47	
1550910060	193.168.0.129	0	13	
1550910120	193.168.0.129	0	34	
1550910180	193.168.0.129	0	75	
1550910240	193.168.0.129	0	74	
1550910300	193.168.0.129	0	40	
1550910360	193.168.0.129	0	79	
1550910420	193.168.0.129	0	22	
1550910480	193.168.0.129	0	22	
1550910540	193.168.0.129	0	79	
1550910600	193.168.0.129	0	73	
1550910660	193.168.0.129	0	1	
1550910720	193.168.0.129	0	22	
1550910780	193.168.0.129	0	38	
1550910840	193.168.0.129	0	19	
1550910900	193.168.0.129	0	61	
1550910960	193.168.0.129	0	17	
1550911020	193.168.0.129	0	87	
1550911080	193.168.0.129	0	71	
1550911140	193.168.0.129	0	14	
1550911200	193.168.0.129	0	53	
1550911260	193.168.0.129	0	76	
1550911320	193.168.0.129	0	86	
1550911380	193.168.0.129	0	57	
1550911440	193.168.0.129	0	22	
1550911500	193.168.0.129	0	94	
1550911560	193.168.0.129	0	82	
1550911620	193.168.0.129	0	16	
1550911680	193.168.0.129	0	61	
1550911740	193.168.0.129	0	90	
1550911800	193.168.0.129	0	1	
1550911860	193.168.0.129	0	24	
1550911920	193.168.0.129	0	18	
1550911980	193.168.0.129	0	58	
1550912040	193.168.0.129	0	77	
1550912100	193.168.0.129	0	76	
1550912160	193.168.0.129	0	19	
1550912220	193.168.0.129	0	88	
1550912280	193.168.0.129	0	89	
1550912340	193.168.0.129	0	17	
1550912400	193.168.0.129	0	1	
1550912460	193.168.0.129	0	43	
1550912520	193.168.0.129	0	55	
1550912580	193.168.0.129	0	17	
1550912640	193.168.0.129	0	81	
1550912700	193.168.0.129	0	68	
1550912760	193.168.0.129	0	28	
1550912820	193.168.0.129	0	46	
1550912880	193.168.0.129	0	2	
1550912940	193.168.0.129	0	57	
1550913000	193.168.0.129	0	48	
1550913060	193.168.0.129	0	16	
1550913120	193.168.0.129	0	60	
1550913180	193.168.0.129	0	97	
1550913240	193.168.0.129	0	72	
1550913300	193.168.0.129	0	76	
1550913360	193.168.0.129	0	36	
1550913420	193.168.0.129	0	92	
1550913480	193.168.0.129	0	55	
1550913540	193.168.0.129	0	52	
1550913600	193.168.0.129	0	16	
1550913660	193.168.0.129	0	23	
1550913720	193.168.0.129	0	94	
1550913780	193.168.0.129	0	18	
1550913840	193.168.0.129	0	92	
1550913900	193.168.0.129	0	29	
1550913960	193.168.0.129	0	26	
1550914020	193.168.0.129	0	12	
1550914080	193.168.0.129	0	8	
1550914140	193.168.0.129	0	6	
1550914200	193.168.0.129	0	92	
1550914260	193.168.0.129	0	79	
1550914320	193.168.0.129	0	56	
1550914380	193.168.0.129	0	22	
1550914440	193.168.0.129	0	90	
1550914500	193.168.0.129	0	35	
1550914560	193.168.0.129	0	73	
1550914620	193.168.0.129	0	85	
1550914680	193.168.0.129	0	53	
1550914740	193.168.0.129	0	15	
1550914800	193.168.0.129	0	35	
1550914860	193.168.0.129	0	86	
1550914920	193.168.0.129	0	2	
1550914980	193.168.0.129	0	72	
1550915040	193.168.0.129	0	46	
1550915100	193.168.0.129	0	23	
1550915160	193.168.0.129	0	66	
1550915220	193.168.0.129	0	20	
1550915280	193.168.0.129	0	98	
1550915340	193.168.0.129	0	41	
1550915400	193.168.0.129	0	39	
1550915460	193.168.0.129	0	64	
1550915520	193.168.0.129	0	42	
1550915580	193.168.0.129	0	94	
1550915640	193.168.0.129	0	37	
1550915700	193.168.0.129	0	37	
1550915760	193.168.0.129	0	80	
1550915820	193.168.0.129	0	90	
1550915880	193.168.0.129	0	84	
1550915940	193.168.0.129	0	85	
1550916000	193.168.0.129	0	40	
1550916060	193.168.0.129	0	10	
1550916120	193.168.0.129	0	37	
1550916180	193.168.0.129	0	66	
1550916240	193.168.0.129	0	1	
1550916300	193.168.0.129	0	42	
1550916360	193.168.0.129	0	70	
1550916420	193.168.0.129	0	2	
1550916480	193.168.0.129	0	63	
1550916540	193.168.0.129	0	92	
1550916600	193.168.0.129	0	88	
1550916660	193.168.0.129	0	25	
1550916720	193.168.0.129	0	100	
1550916780	193.168.0.129	0	99	
1550916840	193.168.0.129	0	78	
1550916900	193.168.0.129	0	43	
1550916960	193.168.0.129	0	39	
1550917020	193.168.0.129	0	33	
1550917080	193.168.0.129	0	74	
1550917140	193.168.0.129	0	70	
1550917200	193.168.0.129	0	82	
1550917260	193.168.0.129	0	64	
1550917320	193.168.0.129	0	4	
1550917380	193.168.0.129	0	67	
1550917440	193.168.0.129	0	76	
1550917500	193.168.0.129	0	28	
1550917560	193.168.0.129	0	29	
1550917620	193.168.0.129	0	93	
1550917680	193.168.0.129	0	33	
1550917740	193.168.0.129	0	54	
1550917800	193.168.0.129	0	43	
1550917860	193.168.0.129	0	1	
1550917920	193.168.0.129	0	100	
1550917980	193.168.0.129	0	38	
1550918040	193.168.0.129	0	40	
1550918100	193.168.0.129	0	40	
1550918160	193.168.0.129	0	51	
1550918220	193.168.0.129	0	7	
1550918280	193.168.0.129	0	63	
1550918340	193.168.0.129	0	67	
1550918400	193.168.0.129	0	28	
1550918460	193.168.0.129	0	31	
1550918520	193.168.0.129	0	54	
1550918580	193.168.0.129	0	34	
1550918640	193.168.0.129	0	85	
1550918700	193.168.0.129	0	32	
1550918760	193.168.0.129	0	52	
1550918820	193.168.0.129	0	17	
1550918880	193.168.0.129	0	83	
1550918940	193.168.0.129	0	22	
1550919000	193.168.0.129	0	2	
1550919060	193.168.0.129	0	88	
1550919120	193.168.0.129	0	7	
1550919180	193.168.0.129	0	38	
1550919240	193.168.0.129	0	67	
1550919300	193.168.0.129	0	57	
1550919360	193.168.0.129	0	73	
1550919420	193.168.0.129	0	88	
1550919480	193.168.0.129	0	58	
1550919540	193.168.0.129	0	35	
1550919600	193.168.0.129	0	33	
1550919660	193.168.0.129	0	25	
1550919720	193.168.0.129	0	27	
1550919780	193.168.0.129	0	22	
1550919840	193.168.0.129	0	75	
1550919900	193.168.0.129	0	41	
1550919960	193.168.0.129	0	7	
1550920020	193.168.0.129	0	30	
1550920080	193.168.0.129	0	72	
1550920140	193.168.0.129	0	54	
1550920200	193.168.0.129	0	15	
1550920260	193.168.0.129	0	40	
1550920320	193.168.0.129	0	23	
1550920380	193.168.0.129	0	89	
1550920440	193.168.0.129	0	80	
1550920500	193.168.0.129	0	73	
1550920560	193.168.0.129	0	94	
1550920620	193.168.0.129	0	96	
1550920680	193.168.0.129	0	87	
1550920740	193.168.0.129	0	76	
1550920800	193.168.0.129	0	73	
1550920860	193.168.0.129	0	4	
1550920920	193.168.0.129	0	94	
1550920980	193.168.0.129	0	83	
1550921040	193.168.0.129	0	6	
1550921100	193.168.0.129	0	47	
1550921160	193.168.0.129	0	9	
1550921220	193.168.0.129	0	81	
1550921280	193.168.0.129	0	92	
1550921340	193.168.0.129	0	88	
1550921400	193.168.0.129	0	93	
1550921460	193.168.0.129	0	20	
1550921520	193.168.0.129	0	7	
1550921580	193.168.0.129	0	60	
1550921640	193.168.0.129	0	60	
1550921700	193.168.0.129	0	49	
1550921760	193.168.0.129	0	5	
1550921820	193.168.0.129	0	5	
1550921880	193.168.0.129	0	82	
1550921940	193.168.0.129	0	4	
1550922000	193.168.0.129	0	58	
1550922060	193.168.0.129	0	14	
1550922120	193.168.0.129	0	74	
1550922180	193.168.0.129	0	78	
1550922240	193.168.0.129	0	90	
1550922300	193.168.0.129	0	18	
1550922360	193.168.0.129	0	2	
1550922420	193.168.0.129	0	25	
1550922480	193.168.0.129	0	67	
1550922540	193.168.0.129	0	42	
1550922600	193.168.0.129	0	17	
1550922660	193.168.0.129	0	89	
1550922720	193.168.0.129	0	10	
1550922780	193.168.0.129	0	45	
1550922840	193.168.0.129	0	87	
1550922900	193.168.0.129	0	15	
1550922960	193.168.0.129	0	5	
1550923020	193.168.0.129	0	72	
1550923080	193.168.0.129	0	10	
1550923140	193.168.0.129	0	35	
1550923200	193.168.0.129	0	13	
1550923260	193.168.0.129	0	30	
1550923320	193.168.0.129	0	96	
1550923380	193.168.0.129	0	13	
1550923440	193.168.0.129	0	76	
